m1_source,m2_source,chi1,chi2,dL,Lambda1,Lambda2
1.599991181631055914e+00,1.169044246382223484e+00,1.734813177169684806e-02,4.805859746502227914e-02,3.707746676723652968e+01,4.485074444115450376e+01,5.577625864717896320e+02
1.481252206093323753e+00,1.259010646620174700e+00,3.384837347252991208e-02,4.632886422542317056e-02,3.537887732990797218e+01,4.136854671865416222e+00,8.460359333738310852e+02
1.410481556540267523e+00,1.324742706118167579e+00,4.256150518554612655e-02,2.254472411536240228e-02,2.863893789976048510e+01,1.010381236400705234e+03,4.390229089705082401e+02
1.521222160247361010e+00,1.224081999535115761e+00,1.916442336708047700e-02,4.626480067311393440e-02,4.135204964627343571e+01,3.133750135622996709e+02,2.260822682364635341e+02
1.453038142975804581e+00,1.276341717336101356e+00,2.293885236438104533e-02,1.861702168434236845e-02,4.703537388359866611e+01,3.305149663426342386e+02,1.362627449459077297e+03
1.396049287911375503e+00,1.334676883625279808e+00,5.352055380754617599e-03,2.054625100301645316e-02,3.489110735433585120e+01,4.689773577475161233e+02,1.396314262475295607e+02
1.479179723904145760e+00,1.255124289741138988e+00,4.617229684126159667e-02,4.881238497685053135e-02,4.552907264945935850e+01,8.492738492377502268e+01,4.753698895316195490e+02
1.544496049371151924e+00,1.206403379335449610e+00,1.932954798946685251e-03,2.569529763078358398e-02,4.148854709994571976e+01,1.492906549223864658e+02,7.990656942557150160e+02
1.389009022685093075e+00,1.338859434511632251e+00,4.466724543516514129e-02,3.205738853242045411e-02,3.907834113918871566e+01,3.597444218976576167e+02,6.114688384106983676e+02
1.500629834315204469e+00,1.241242168603488016e+00,3.512005814644411639e-02,2.301576174350578388e-02,3.948381147674413683e+01,4.291655231034824851e+02,7.831095572267145144e+02
1.519655339423692464e+00,1.236561471452947147e+00,4.569973053909427707e-02,2.763915263603299380e-03,2.047441409517400146e+01,9.397092102305325625e+02,1.389542251233478396e+02
1.518978093611973224e+00,1.231719738331423342e+00,1.961361959446780712e-02,3.761802937613241415e-02,3.015358428579209615e+01,2.945409007048759236e+02,1.228796908839542084e+03
1.560817386822143771e+00,1.199787376959391638e+00,3.193104026982886146e-02,2.107653018265071704e-02,3.085568132667072661e+01,2.487725776577662202e+02,8.681475037049293064e+01
1.459844760395472951e+00,1.273572151608140857e+00,2.482397194172325863e-02,8.245883943327092513e-03,4.122922948482963079e+01,4.356903362453734019e+01,3.805303659831199639e+02
1.411887009129653592e+00,1.315373022003068160e+00,5.577129174688987348e-03,5.727104111292394793e-03,4.258005325876376190e+01,1.178397234194814473e+03,6.911033139235125589e+01
1.420468557360298201e+00,1.310582648259507543e+00,2.164893868400766599e-02,3.856143153169398763e-02,3.724591206843093971e+01,4.595139375826013293e+02,5.673298095500003910e+02
1.514821494052475348e+00,1.231299772948127647e+00,5.166667256918866177e-04,4.519045638866892728e-02,3.691348282744797160e+01,2.024466636540918785e+02,1.696506269435849106e+02
1.421440780864432707e+00,1.307980897847872637e+00,3.121626649017346031e-02,1.557146528464961252e-02,4.002553819026811510e+01,2.097891468364863670e+02,5.163602479542742003e+02
1.389674440456713178e+00,1.337404799631122021e+00,1.766307018487400793e-02,1.250735660180599118e-02,3.998375289904446817e+01,3.208910588846740666e+02,2.859277959577072465e+02
1.633951679903172138e+00,1.142848928775394901e+00,1.250622185739530198e-02,3.319480689254412226e-02,4.364481809196200146e+01,2.060047033651620154e+02,3.552750982397945023e+01
1.442219441014088055e+00,1.293323151834192997e+00,2.926932179746291260e-02,1.708029382154670553e-02,3.363113203259663919e+01,7.546718641857846706e+02,3.268927379013954919e+02
1.596683860146538070e+00,1.170229026315980692e+00,2.501550132502683085e-02,4.320464010190138565e-02,3.896157561946132120e+01,1.419951290255179970e+02,7.458575365614615293e+02
1.429429857328883724e+00,1.302583656207555451e+00,4.203148123944325243e-02,2.006356537159215137e-02,3.699168658377941910e+01,2.451051512802749244e+00,7.377888643022778297e+02
1.398219769673852975e+00,1.329270110654237502e+00,3.985368887508346919e-02,1.542613470725708209e-02,4.093542624868675261e+01,3.606624582014389944e+02,1.640073176298823228e+03
1.509589037311093174e+00,1.240742467567311547e+00,2.853309713525149175e-03,2.169823252410129667e-03,2.698715860153295409e+01,2.282943340875756633e+02,4.130042056589412596e+02
1.370502115366655449e+00,1.357163727197743253e+00,1.291856571116402688e-02,8.914525572753526431e-03,3.886532876111012058e+01,4.688733418137599074e+01,1.075233728240688151e+03
1.389911549667278923e+00,1.334867785261220741e+00,4.767587164622729551e-02,1.195993502002395265e-02,4.446753971383840565e+01,9.710467665306558729e+02,6.226438061955887804e+01
1.386920384087197311e+00,1.338735309782902894e+00,3.208298639482139170e-02,1.685335122486298493e-02,4.264937931868185927e+01,6.798306932750843998e+02,4.061814869333356910e+02
1.582560165333383617e+00,1.181537245860164287e+00,2.822739698501120637e-02,2.627816358729634719e-02,3.596324653741152844e+01,2.148107187570607834e+02,3.561418771258225036e+01
1.481727530835424966e+00,1.254951191154509704e+00,2.984918519480109222e-02,1.737835412225515602e-02,4.191112559969874241e+01,2.407559804098681511e+01,7.035283938171239697e+02
1.400690759134468388e+00,1.325223252129499540e+00,3.452217430431014922e-02,2.015938207197656359e-02,4.363783669954206346e+01,3.444463975594098315e+02,9.892679881239472479e+02
1.549841703762367517e+00,1.202754993415554141e+00,1.869817439431505773e-02,6.489759780229201885e-03,4.054561995081333947e+01,4.903788680510587028e+01,2.043423605725895698e+02
1.450994019740263097e+00,1.289401517979331224e+00,1.288320881176607292e-03,8.378394585651106549e-03,2.703853383738534433e+01,2.276055321807264704e+02,7.299422405107507075e+02
1.661831431569355644e+00,1.134005558967451144e+00,3.756351330695584245e-02,1.094209541274143715e-02,2.520192169425013162e+01,1.431476464770887844e+02,1.034492295757030433e+02
1.553510514528613218e+00,1.210154760554833731e+00,2.840214127686440521e-02,1.884422549890425042e-02,2.152236447543089781e+01,3.928621548058141855e+01,5.577262846587043441e+02
1.413806568622677062e+00,1.317369989058205793e+00,2.382007458977012868e-03,3.921337351767737768e-03,3.615660835889112690e+01,4.525162036050031702e+02,6.684624561069098263e+02
1.614991706273465333e+00,1.160785623007936973e+00,3.336953628109386172e-02,4.486991713560375787e-03,3.341614298698925012e+01,3.572248563106192023e+02,1.132930220081298557e+03
1.443158248314235115e+00,1.286342452109280332e+00,4.898688756306891767e-02,2.202301018393350990e-02,4.441109801127078782e+01,7.730692246220393145e+02,1.559984826721995717e+02
1.498073833023118695e+00,1.253515071611211784e+00,3.439652968823667112e-02,2.965212502351744286e-02,2.101909077466183007e+01,3.470950303457194082e+02,9.735401248029075987e+02
1.397438306232718030e+00,1.333266197177212398e+00,1.840769857734198336e-02,6.478278348670502701e-03,3.540073854652307261e+01,3.679386308137687820e+02,1.029301202549545451e+03
1.601582780476608514e+00,1.171104125103561655e+00,2.791869670987706317e-02,4.775131795743706165e-02,3.089173161127953549e+01,4.259206882484948551e+02,1.599474664177863815e+03
1.507160294265985190e+00,1.233186845657852970e+00,2.266309719949183635e-02,2.865578183577344867e-03,4.399625562842756921e+01,2.805802159249908101e+01,2.345030805610887228e+02
1.552958546798383743e+00,1.203200514171872682e+00,1.618086250086197761e-02,4.434112223235824740e-02,3.523245920075722637e+01,2.925139940129501497e+02,1.527129769155991426e+02
1.504284431026717606e+00,1.234321475921650979e+00,4.786024445856142638e-03,8.812777236162448041e-03,4.676629337398751574e+01,8.188104879166866112e+01,8.866622926182631090e+02
1.430264834357073855e+00,1.306269625304225412e+00,9.438974822341952495e-03,3.470057314240400544e-03,2.942458030763182109e+01,1.294425396535505115e+03,2.046871921863430259e+02
1.469832850320463624e+00,1.263222727359615494e+00,2.830572200157615084e-02,2.544986772650286930e-02,4.498355595049880407e+01,4.493606638355963128e+02,1.172034932663297297e+02
1.582429647229577796e+00,1.179435218038863198e+00,2.802041129634067276e-02,1.929853143047251252e-02,4.063787830206564422e+01,7.181666727124724048e+02,1.112782105300551763e+02
1.513619419995346993e+00,1.229311451075202566e+00,1.562637028199989619e-02,1.814433226883323605e-02,4.274174237511397223e+01,6.153378092868974818e+02,1.264368916214262754e+03
1.487345662253728662e+00,1.254009323278220567e+00,4.949501997158476697e-04,5.457842662142249959e-03,3.529008384241264196e+01,1.040023734457763567e+02,2.521547273839999548e+02
1.414481536258399119e+00,1.320531121230136495e+00,4.715768721140702752e-02,1.319706942107504990e-03,2.917228884818129941e+01,1.113713335023574587e+02,3.149998895710290014e+00
1.420610610195645940e+00,1.308515877309557540e+00,2.751076210894227644e-02,2.885073866263519748e-02,4.068707310784340336e+01,7.402362333782025416e+02,3.262806447211835348e+02
1.448883080001725165e+00,1.289983304675654363e+00,5.247208265384196123e-03,2.009071838731042031e-02,2.926428789160367216e+01,9.843546958063279817e+02,4.706946361441245585e+02
1.514834987842257119e+00,1.234645937657385506e+00,1.870385898493734031e-02,1.771535034960834004e-02,3.106502451069436432e+01,8.821831799261462947e+02,4.468621754494377285e+01
1.474559833175177692e+00,1.268113450230345940e+00,1.085207480703734989e-02,2.484027235851200485e-02,2.933090321231146547e+01,1.409039673966536554e+02,1.271756378109852221e+03
1.455243519569705546e+00,1.283345805407782203e+00,1.244019241559268449e-02,1.923578669021536527e-02,3.115997930110022907e+01,3.340328619777960739e+02,8.177990532213516417e+02
1.606654126954649486e+00,1.163623208575385704e+00,3.353505657903606274e-02,8.763723410398252880e-03,3.869858441256373993e+01,1.010205062833042291e+02,4.357178831835664710e+02
1.394404702579305599e+00,1.342038892742802192e+00,4.277648552980606311e-02,1.422829009721991202e-02,2.524102502441813556e+01,9.982939160444021809e+02,1.119222342535904744e+02
1.628672646838811078e+00,1.147961816250476552e+00,4.720589786428114332e-02,3.895023745448520508e-02,4.082285149905148813e+01,2.026262388406755690e+02,4.833276911688623159e+02
1.572503899314171782e+00,1.187991225441293874e+00,3.126634707218178127e-02,6.044598166625764386e-03,3.754636669037310526e+01,1.996471495515891803e+01,1.651137619691983900e+03
1.485740308052447167e+00,1.252932750868258172e+00,3.475663556882790939e-02,8.971070202060992330e-03,3.983822100922395748e+01,2.707573230467973531e+02,3.872230843715541937e+02
1.415940848623302495e+00,1.311586375774339785e+00,4.873738031076963600e-02,4.636348926683774713e-02,4.295809886635795749e+01,7.796915223429160733e+02,9.873963632342895380e+02
1.405785782230430714e+00,1.320560366809328423e+00,1.307737675425015705e-02,3.160159792569659917e-04,4.336617653196765332e+01,4.131987551476124736e+02,1.061482929825534711e+03
1.367583834767698070e+00,1.363823322307295527e+00,4.870142410626369933e-02,5.390350457051031052e-03,3.234416040049870844e+01,6.188225302887502721e+02,1.030074480236572981e+03
1.454820151839630649e+00,1.280861056974072820e+00,2.662577156478647053e-02,1.656467366516721062e-03,3.643164238623567286e+01,4.827459971258020346e+02,1.419209041426528529e+03
1.633529752374467181e+00,1.148348342052647242e+00,8.168870407460688404e-03,4.163357871704874424e-02,3.352770941068881427e+01,2.460600134966706776e+02,3.045362624916820593e+01
1.567290649973384964e+00,1.189998650751847187e+00,4.065467673641057211e-02,1.498247875714778243e-02,4.100863695076160553e+01,2.169098795689293695e+02,6.334619298357240780e+01
1.480501143925576857e+00,1.255670268395618683e+00,4.402308596390441808e-02,5.079968932881232142e-03,4.261128397387093969e+01,6.652814102624753332e+02,1.534500415275346938e+02
1.376412081388483255e+00,1.350158979909907186e+00,1.384831393157091514e-02,8.419050396672051947e-03,4.003467109340763841e+01,2.045792168457338960e+02,2.058791448512631348e+02
1.522982567381327756e+00,1.226192987337815010e+00,3.232504897961919858e-03,3.753625779875206098e-02,3.472124230032225256e+01,1.378403656721398534e+02,3.640068172175313066e+02
1.541867759546487138e+00,1.210688725632017793e+00,2.828018861971296274e-04,3.652966719736668727e-02,3.685376868084075852e+01,2.747344918579308342e+02,1.116561956099933752e+02
1.399707663150989712e+00,1.327815022633708208e+00,8.320619010429431209e-03,3.035958783369438821e-02,4.007508793794016100e+01,2.604727272450011242e+02,2.185827358834281142e+02
1.709530105736943861e+00,1.097091534284001968e+00,4.332031083601431409e-02,1.928066891241762490e-02,4.171842049983117562e+01,1.098669120017852094e+02,4.244880297244452549e+02
1.443377585140848351e+00,1.285205304070310861e+00,1.183575865891500767e-02,3.390610391668752444e-02,4.600152341833129555e+01,5.258149861189905039e+01,1.432572688712864874e+03
1.481825724307963776e+00,1.255039421658729726e+00,2.766281974117283660e-02,7.706621092732968744e-04,4.179776135197035813e+01,1.711539641859325798e+02,4.176066101660075560e+02
1.477370910737802578e+00,1.260514768920477202e+00,1.510984608077826745e-02,2.138583998728051973e-03,3.842334970623026180e+01,4.715820743815097416e+00,8.179739098195406086e+02
1.571795458395565115e+00,1.189808687877230930e+00,4.326334785577965608e-02,3.537568482588609314e-02,3.565016121781775382e+01,5.763647885332435408e+02,1.895201186271123333e+03
1.488456016470906862e+00,1.248113682330663554e+00,3.665243074679172541e-02,3.879005540240111627e-02,4.505235235381981340e+01,4.553652491268524614e+02,8.158821446826881356e+02
1.449812552313736624e+00,1.284644378065091352e+00,3.939854689579534025e-02,4.876410404942089702e-03,3.685102810400456264e+01,1.507126105080652678e+02,6.229809643343429570e+02
1.460783460094365660e+00,1.284775718883793827e+00,2.538623608373564294e-02,4.000000692193779808e-03,1.995086460971382891e+01,3.087905322807209814e+02,7.157129842464401293e+01
1.631696360352566266e+00,1.149314087887312041e+00,2.401853612796409770e-02,2.553848602004205048e-02,3.377625097559853629e+01,1.779376476299487422e+02,9.491969780792342135e+02
1.411181182490217401e+00,1.322605894988161612e+00,5.138467884999406085e-03,4.125740558456186813e-05,3.135407033837174851e+01,8.840496510176863012e+02,4.218309931969344575e+02
1.477575350236459251e+00,1.260316348765924355e+00,4.869438326132660005e-02,4.931365862429179514e-02,3.891594782489865167e+01,6.580019930166394033e+02,7.276610088966051535e+02
1.479251711337860486e+00,1.259898029773806494e+00,1.053641029049906704e-02,3.119794252493896317e-02,3.696634844635106987e+01,2.320697013496394732e+02,1.602116282404137451e+02
1.462766380515706732e+00,1.277389985131408334e+00,3.376301283843253370e-02,4.540612221560294537e-02,3.041469121886254356e+01,1.413864575824838425e+02,5.889863500504779950e+02
1.547920779015113713e+00,1.207781779208181305e+00,3.552305993068470558e-02,1.088314691302263645e-03,3.370679368541674847e+01,4.458705520284203061e+01,4.702176297433171612e+02
1.473905140669216518e+00,1.260268691838683175e+00,2.375693728597257082e-03,2.721766455772573964e-02,4.414209492300391702e+01,7.267415589375417539e+01,7.152161380167578955e+02
1.643222850040344962e+00,1.138632399125457662e+00,4.424396031941812274e-02,5.231993751123021306e-03,4.074990782229308195e+01,1.886606226395855117e+02,3.887617841436887147e+02
1.582643474179500576e+00,1.183191216663536993e+00,4.470552000281739075e-02,1.311767404733976163e-02,3.271679059430947945e+01,1.867636909437272550e+02,2.018376433673924737e+02
1.510511015012759417e+00,1.228520205701766344e+00,3.258083691896226236e-02,3.510319784424611230e-03,4.861839582077143973e+01,1.504347856398262593e+02,1.381332349799331496e+03
1.489214806609213904e+00,1.248831458424179530e+00,7.002630015335086638e-03,4.241825869474085894e-03,4.210463498609261279e+01,5.622164069792241889e+02,3.363149381761555787e+02
1.442437402143742053e+00,1.294628452460987678e+00,1.010108488711925281e-02,3.974030135198806934e-03,3.092784246492329814e+01,3.759247382018625103e+02,5.330337708631394662e+02
1.409556689937878637e+00,1.317682104283732780e+00,1.237299502161348826e-02,3.866124917977008940e-03,4.211039860549758629e+01,4.255610508023657417e+02,6.716248396738319570e+01
